Article.ID,User.ID,User.Name,KE..Up.,Novel.KE.Up.,KE.up..biomarker,Novel.other.biomarker.KE.up.,KE.Down.,Novel.KE.Down.,KE.down..biomarker,Novel.other.biomarker.KE.down.,Stressor.BA.BP.,chemical,Species.BA.BP.,Test.system.BA.BP.,Dose.concordance..EP.,Time.concordance..EP.,Correlation.KEs..BP.ES.,Evidence.level..EP.ES.BP.BA.,assay.method..EP.ES.BA.,DOI,Notes
14968068,7548,sara.sepehri,novel_mrna_expression,mrna expression,novel,ap2,liver_triglyceride_accumulation,NA,triglyceride,NA,pollutant,mono_2_ethylhexyl_phthalate,human,in vitro,nomeasure,nomeasure,positive correlation,transcriptional;translational,transcriptional study;translational study,https://doi.org/10.1016/j.ecoenv.2019.109611,NA
14969338,7549,marth.stinckens,novel_nampt,nampt,not defined,NA,liver_triglyceride_accumulation,NA,not defined,NA,food supplement,oleic_acid,human,in vitro,nomeasure,nomeasure,negative correlation,functional,other,10.1186/s12944-017-0464-z,proof of concept in vitro
14969338,7549,marth.stinckens,novel_nampt,nampt,not defined,NA,liver_triglyceride_accumulation,NA,acc;srebf1(srebp1-1c);scd1,NA,pharmaceutical,nampt_inhibitor_(fk886),mouse,in vivo,nomeasure,nomeasure,negative correlation,transcriptional;functional,inhibitor/inducer study,10.1186/s12944-017-0464-z,NA
14969338,7549,marth.stinckens,novel_nampt,nampt,not defined,NA,novel_sirt1,sirt1,not defined,NA,pharmaceutical,nampt_inhibitor_(fk886),mouse,in vivo,nomeasure,nomeasure,positive correlation,other,other,10.1186/s12944-017-0464-z,NA
14968171,7549,marth.stinckens,novel_nlrp3_inflammasome,nlrp3 inflammasome,novel,"nlrp3, il-1b, il-18 (genes), nlrp3, pro-caspase-1, (p20), il-1b, il-18 (protein)",liver_triglyceride_accumulation,NA,triglyceride,NA,food supplement,uric_acid,mouse,in vivo,nomeasure,nomeasure,positive correlation,transcriptional;translational;functional,transcriptional study;translational study,10.1016/j.jhep.2015.11.022,NA
14968171,7549,marth.stinckens,novel_nlrp3_inflammasome,nlrp3 inflammasome,novel,"nlrp3, il-1b, il-18 (genes), nlrp3, pro-caspase-1, (p20), il-1b, il-18 (protein)",liver_triglyceride_accumulation,NA,triglyceride,NA,food supplement,uric_acid,human,in vitro,yes,no,positive correlation,transcriptional;translational;functional,transcriptional study;translational study,10.1016/j.jhep.2015.11.022,NA
14968601,7549,marth.stinckens,novel_nlrp3_inflammasome,nlrp3 inflammasome,other,nlrp3,novel_inflammation,inflammation,other,"il-1b, il-18, mcp-1, tnf-a",pollutant,"microcystin_(algal_blooms_,_risk_in_drinking_water)",mouse,in vivo,nomeasure,nomeasure,positive correlation,translational,knockout study,10.1016/j.etap.2020.103457,NA
14968050,6181,anouk.verhoeven,novel_nnmt_mediated_depletion_of_sam,nnmt-mediated depletion of sam,novel,"nnmt, sam and sah",nuclear_receptor_changes_ppara,NA,ppara,NA,biocide,thiamethoxan,mouse,in vivo,yes,nomeasure,negative correlation,transcriptional,transcriptional study,,nnmt and ppara were both dose-dependent
14968050,6181,anouk.verhoeven,novel_nnmt_mediated_depletion_of_sam,nnmt-mediated depletion of sam,novel,"nnmt, sam and sah",nuclear_receptor_changes_ppara,NA,ppara,NA,biocide,thiamethoxan,human,in vitro,yes,nomeasure,negative correlation,transcriptional;translational,transcriptional study;inhibitor/inducer study;translational study,,nnmt and ppara were both dose-dependent
14969504,6181,anouk.verhoeven,novel_oxidative_stress,oxidative stress ,novel,"lipid peroxidation (tbars, gssg)",de_novo_lipogenesis_fa_synthesis,NA,srebf1(srebp1-1c);fasn(fas),NA,pharmaceutical,thioactamide,rat,in vivo,nomeasure,nomeasure,negative correlation,translational,translational study;inhibitor/inducer study,10.3390/md17060317,"taa will downregulate antioxidant enzymes, thus increasing the lipid peroxidaiton leading to an increase in lipogenesis (can be an additive mechanism to the direct uprgulatuin of lipogenesis by taa), lipid peroxidation leads to oxidative stress, leading to increase srebf"
14968281,6181,anouk.verhoeven,novel_oxidative_stress,oxidative stress,novel,"ros, mda, 4-hne4 and gsh",de_novo_lipogenesis_tg_synthesis,NA,dgat2,NA,pharmaceutical,valproic_acid_(vpa),mouse,in vivo,nomeasure,nomeasure,positive correlation,translational;transcriptional,translational study;inhibitor/inducer study;transcriptional study,10.1016/j.tox.2020.152585.,NA
14968281,6181,anouk.verhoeven,novel_oxidative_stress,oxidative stress,novel,"ros, mda, 4-hne4 and gsh",de_novo_lipogenesis_tg_synthesis,NA,dgat2,NA,pharmaceutical,valproic_acid_(vpa),human,in vitro,nomeasure,nomeasure,positive correlation,translational;transcriptional,translational study;inhibitor/inducer study;transcriptional study,10.1016/j.tox.2020.152585.,NA
14968281,6181,anouk.verhoeven,novel_oxidative_stress,oxidative stress,novel,"ros, mda, 4-hne4 and gsh",fa_uptake,NA,cd36,NA,pharmaceutical,valproic_acid_(vpa),mouse,in vivo,nomeasure,nomeasure,positive correlation,translational;transcriptional,translational study;inhibitor/inducer study;transcriptional study,10.1016/j.tox.2020.152585.,NA
14968281,6181,anouk.verhoeven,novel_oxidative_stress,oxidative stress,novel,"ros, mda, 4-hne4 and gsh",fa_uptake,NA,cd36,NA,pharmaceutical,valproic_acid_(vpa),human,in vitro,nomeasure,nomeasure,positive correlation,translational;transcriptional,translational study;inhibitor/inducer study;transcriptional study,10.1016/j.tox.2020.152585.,NA
14968284,6181,anouk.verhoeven,novel_oxidative_stress,oxidative stress,novel,ros and mda,mitochondrial_disruption,NA,novel,mmp and mitochondrial mass,pollutant,decabromodiphinyl_ether_(bde_209),mouse,in vivo,nomeasure,nomeasure,positive correlation,translational;functional,other,https://doi.org/10.1016/j.tox.2021.153015,"bde-209 was combined with hf diet, the combination resulted in a synergetic effect (sig increase compared to seperate administration). bde-209 alone, gave a sig decrease in mitochondrial mass but no sig effect in mmp . the combined gave a sig decrease in mass and mmp resulting in dysfunction mito"
14968284,6181,anouk.verhoeven,novel_oxidative_stress,oxidative stress,novel,ros and mda,mitochondrial_disruption,NA,novel,mmp and mitochondrial mass,pollutant,decabromodiphinyl_ether_(bde_209),human,in vitro,nomeasure,nomeasure,positive correlation,translational;functional,other,https://doi.org/10.1016/j.tox.2021.153015,"bde-209 was combined with hf diet, the combination resulted in a synergetic effect (sig increase compared to seperate administration). bde-209 alone, gave a sig decrease in mitochondrial mass but no sig effect in mmp . the combined gave a sig decrease in mass and mmp resulting in dysfunction mito"
14968292,6181,anouk.verhoeven,novel_oxidative_stress,oxidative stress,novel,ros,novel_apoptosis,apoptosis,novel,cell viability,pharmaceutical,valproic_acid_(vpa),human,in vitro,yes,yes,positive correlation,functional,other,https://doi.org/10.1016/j.bcp.2020.113860,ros release is associated with a decrease in cell viability
14968447,6128,jian.jiang,novel_oxidative_stress,oxidative stress,novel,sod,novel_apoptosis,apoptosis,novel,"bax, cyt-c (cytoplasm)",alcohol,ethanol,rat,in vivo,nomeasure,nomeasure,negative correlation,translational;transcriptional,translational study;inhibitor/inducer study;transcriptional study,10.1002/kjm2.12390,"using elisa to measure rod, sod"
14968447,6128,jian.jiang,novel_oxidative_stress,oxidative stress,novel,sod,novel_apoptosis,apoptosis,novel,"bax, cyt-c (cytoplasm)",alcohol,ethanol,mouse,in vitro,nomeasure,nomeasure,negative correlation,translational;transcriptional,translational study;inhibitor/inducer study;transcriptional study,10.1002/kjm2.12390,"using elisa to measure rod, sod"
14968447,6128,jian.jiang,novel_oxidative_stress,oxidative stress,novel,ros,novel_apoptosis,apoptosis,novel,"bcl-2, cyt-c (cytochondria)",alcohol,ethanol,mouse,in vitro,nomeasure,nomeasure,negative correlation,translational;transcriptional,translational study;inhibitor/inducer study;transcriptional study,10.1002/kjm2.12390,"using elisa to measure rod, sod"
14968447,6128,jian.jiang,novel_oxidative_stress,oxidative stress,novel,ros,novel_apoptosis,apoptosis,novel,"bcl-2, cyt-c (cytochondria)",alcohol,ethanol,rat,in vivo,nomeasure,nomeasure,negative correlation,translational;transcriptional,translational study;inhibitor/inducer study;transcriptional study,10.1002/kjm2.12390,"using elisa to measure rod, sod"
14968447,6128,jian.jiang,novel_oxidative_stress,oxidative stress,novel,sod,novel_apoptosis,apoptosis,novel,"bcl-2, cyt-c (cytochondria)",alcohol,ethanol,mouse,in vitro,nomeasure,nomeasure,positive correlation,translational;transcriptional,translational study;inhibitor/inducer study;transcriptional study,10.1002/kjm2.12390,"using elisa to measure rod, sod"
14968447,6128,jian.jiang,novel_oxidative_stress,oxidative stress,novel,sod,novel_apoptosis,apoptosis,novel,"bcl-2, cyt-c (cytochondria)",alcohol,ethanol,rat,in vivo,nomeasure,nomeasure,positive correlation,translational;transcriptional,translational study;inhibitor/inducer study;transcriptional study,10.1002/kjm2.12390,"using elisa to measure rod, sod"
14968447,6128,jian.jiang,novel_oxidative_stress,oxidative stress,novel,ros,novel_apoptosis,apoptosis,novel,"bax, cyt-c (cytoplasm)",alcohol,ethanol,mouse,in vitro,nomeasure,nomeasure,positive correlation,translational;transcriptional,translational study;inhibitor/inducer study;transcriptional study,10.1002/kjm2.12390,"using elisa to measure rod, sod"
14968447,6128,jian.jiang,novel_oxidative_stress,oxidative stress,novel,ros,novel_apoptosis,apoptosis,novel,"bax, cyt-c (cytoplasm)",alcohol,ethanol,rat,in vivo,nomeasure,nomeasure,positive correlation,translational;transcriptional,translational study;inhibitor/inducer study;transcriptional study,10.1002/kjm2.12390,"using elisa to measure rod, sod"
14968565,6181,anouk.verhoeven,novel_oxidative_stress,oxidative stress,novel,"mda, ros",novel_inflammation,inflammation,novel,"tnf-1a, il-6, il-8, il-1b",biocide,glyphosate,fish,in vivo,yes,yes,positive correlation,transcriptional,transcriptional study,10.1016/j.envpol.2020.116186,NA
14968126,6181,anouk.verhoeven,novel_oxidative_stress,oxidative stress,novel,ros,novel_jnk_pathway,jnk pathway,not defined,NA,food supplement,uric_acid,human,in vitro,nomeasure,nomeasure,positive correlation,functional;transcriptional;translational,transcriptional study;translational study;inhibitor/inducer study,10.1152/ajpendo.00518.2020,ros generation is dose-dependent. ua activated jnk over time but not time dependent
14969055,4990,ramiro.jover,novel_oxidative_stress,oxidative_stress ,novel,ros,liver_triglyceride_accumulation,lipid droplet formation,novel,"lipid droplets(plin2,plin3)",biocide,hydrogen_peroxide,human,in vitro,nomeasure,yes,positive correlation,transcriptional;translational,transcriptional study;translational study;inhibitor/inducer study,10.3390/ijms19113445,"figure 4, figure 3, figure 2"
14969055,4990,ramiro.jover,novel_oxidative_stress,oxidative_stress ,novel,ros,liver_triglyceride_accumulation,lipid droplet formation,novel,"lipid droplets(plin2,plin3)",biocide,hydrogen_peroxide,mouse,in vivo,nomeasure,nomeasure,positive correlation,transcriptional;translational,transcriptional study;translational study,10.3390/ijms19113445,figure 5 a-f
14969055,4990,ramiro.jover,liver_triglyceride_accumulation,NA,novel,"lipid droplets(plin2,plin3)",steatosis,NA,novel,"lipid droplets(plin2,plin3)",biocide,hydrogen_peroxide,human,in vitro,nomeasure,yes,positive correlation,transcriptional;translational,transcriptional study;translational study;inhibitor/inducer study,10.3390/ijms19113445,"figure 4, figure 3, figure 2"
14969055,4990,ramiro.jover,liver_triglyceride_accumulation,NA,novel,"lipid droplets(plin2,plin3)",steatosis,NA,novel,"lipid droplets(plin2,plin3)",biocide,hydrogen_peroxide,mouse,in vivo,nomeasure,nomeasure,positive correlation,transcriptional;translational,transcriptional study;translational study,10.3390/ijms19113445,figure 5 a-f
14968998,7075,graciela.lopezsoop,novel_oxidative_stress,oxidative stress,other,lipid peroxidation,novel_steroid_hormone_oxidation,steroid hormone oxidation,novel,16-oxo-estrone,pollutant,bisphenol_a_(bpa),mouse,in vitro,nomeasure,nomeasure,positive correlation,functional,other,https://doi.org/10.1038/s41598-019-40105-8,
14969541,7549,marth.stinckens,novel_oxidative_stress,oxidative stress ,novel,4-hne,protein_kinase_changes_akt,NA,akt,NA,alcohol,ethanol,mouse,in vivo,nomeasure,nomeasure,negative correlation,functional,other,,
14968164,6128,jian.jiang,novel_oxidative_stress,oxidative stress,novel,"ros, xo",steatosis,NA,novel,alt,food supplement,fructose,rat,in vivo,nomeasure,nomeasure,positive correlation,functional;translational,inhibitor/inducer study;translational study,10.1016/j.tice.2021.101595,
14968164,6128,jian.jiang,novel_oxidative_stress,oxidative stress,novel,"ros, xo",steatosis,NA,triglyceride;cholesterol;ast,NA,food supplement,fructose,rat,in vivo,nomeasure,nomeasure,positive correlation,functional;translational,inhibitor/inducer study;translational study,10.1016/j.tice.2021.101595,oil red o staining
14968447,6128,jian.jiang,novel_oxidative_stress,oxidative stress,novel,sod,steatosis,NA,novel,alt,alcohol,ethanol,mouse,in vitro,nomeasure,nomeasure,negative correlation,translational;functional,translational study;inhibitor/inducer study,10.1002/kjm2.12390,"using elisa to measure rod, sod"
14968447,6128,jian.jiang,novel_oxidative_stress,oxidative stress,novel,sod,steatosis,NA,novel,alt,alcohol,ethanol,rat,in vivo,nomeasure,nomeasure,negative correlation,translational;functional,translational study;inhibitor/inducer study,10.1002/kjm2.12390,"using elisa to measure rod, sod"
14968447,6128,jian.jiang,novel_oxidative_stress,oxidative stress,novel,sod,steatosis,NA,ast,NA,alcohol,ethanol,mouse,in vitro,nomeasure,nomeasure,negative correlation,translational;transcriptional,translational study;inhibitor/inducer study,10.1002/kjm2.12390,"using elisa to measure rod, sod"
14968447,6128,jian.jiang,novel_oxidative_stress,oxidative stress,novel,ros,steatosis,NA,ast,NA,alcohol,ethanol,rat,in vivo,nomeasure,nomeasure,positive correlation,functional;translational,translational study;inhibitor/inducer study,10.1002/kjm2.12390,"using elisa to measure rod, sod"
14968447,6128,jian.jiang,novel_oxidative_stress,oxidative stress,novel,ros,steatosis,NA,ast,NA,alcohol,ethanol,rat,in vivo,nomeasure,nomeasure,positive correlation,functional;translational,translational study;inhibitor/inducer study,10.1002/kjm2.12390,"using elisa to measure rod, sod"
14968447,6128,jian.jiang,novel_oxidative_stress,oxidative stress,novel,ros,steatosis,NA,ast,NA,alcohol,ethanol,mouse,in vitro,nomeasure,nomeasure,positive correlation,functional;translational,translational study;inhibitor/inducer study,10.1002/kjm2.12390,"using elisa to measure rod, sod"
14968447,6128,jian.jiang,novel_oxidative_stress,oxidative stress,novel,ros,steatosis,NA,novel,alt,alcohol,ethanol,mouse,in vitro,nomeasure,nomeasure,positive correlation,functional;translational,translational study;inhibitor/inducer study,10.1002/kjm2.12390,"using elisa to measure rod, sod"
14968447,6128,jian.jiang,novel_oxidative_stress,oxidative stress,novel,ros,steatosis,NA,novel,alt,alcohol,ethanol,rat,in vivo,nomeasure,nomeasure,positive correlation,functional;translational,translational study;inhibitor/inducer study,10.1002/kjm2.12390,"using elisa to measure rod, sod"
14968449,6128,jian.jiang,novel_oxidative_stress,oxidative stress,novel,ros,steatosis,NA,novel,cell viability,food supplement,palmitic_acid,human,in vitro,nomeasure,nomeasure,positive correlation,functional;translational,inhibitor/inducer study;translational study,10.4014/jmb.1707.07061,mtt assay
14968525,6128,jian.jiang,novel_oxidative_stress,oxidative stress,novel,gpx1 (gpx),steatosis,NA,triglyceride,NA,pharmaceutical,mildronate,fish,in vivo,nomeasure,nomeasure,negative correlation,functional;transcriptional,transcriptional study;inhibitor/inducer study,10.1016/j.fsi.2017.07.058,
14968525,6128,jian.jiang,novel_oxidative_stress,oxidative stress,novel,hspa4 (hsp70),steatosis,NA,triglyceride,NA,pharmaceutical,mildronate,fish,in vivo,nomeasure,nomeasure,positive correlation,functional;transcriptional,transcriptional study;inhibitor/inducer study,10.1016/j.fsi.2017.07.058,
14968572,6128,jian.jiang,novel_oxidative_stress,oxidative stress,novel,"glutathione peroxidase (gpx), catalase (cat), superoxide dismutase (sod)",steatosis,NA,ast;triglyceride,NA,food supplement,aspartame,rat,in vivo,nomeasure,nomeasure,negative correlation,transcriptional;functional,transcriptional study;inhibitor/inducer study,10.1016/j.nutres.2017.04.002,
14968572,6128,jian.jiang,novel_oxidative_stress,oxidative stress,novel,malondialdehyde (mda),steatosis,NA,ast;triglyceride,NA,food supplement,aspartame,rat,in vivo,nomeasure,nomeasure,positive correlation,transcriptional;functional,transcriptional study;inhibitor/inducer study,10.1016/j.nutres.2017.04.002,
14968113,7075,graciela.lopezsoop,novel_oxidative_stress,oxidative stress,other,"mda, gsh, sod",vldl_secretion,NA,apob100;mttp(mtp);other,vldl,other,acetoacetic_acid,bovin,in vitro,yes,nomeasure,negative correlation,transcriptional,transcriptional study,doi:10.1017/s0022029916000546,
