Article.ID;User.ID;User.Name;KE..Up.;Novel.KE.Up.;KE.up..biomarker;Novel.other.biomarker.KE.up.;KE.Down.;Novel.KE.Down.;KE.down..biomarker;Novel.other.biomarker.KE.down.;Stressor.BA.BP.;chemical;Species.BA.BP.;Test.system.BA.BP.;Dose.concordance..EP.;Time.concordance..EP.;Correlation.KEs..BP.ES.;Evidence.level..EP.ES.BP.BA.;assay.method..EP.ES.BA.
14967783;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan; MRP2(ABCC2);CDFDA; intracellular bile acid accumulation;nan;[' bile acids '];nan;pharmaceutical;cyclosporineA;human; in vitro;nomeasure;nomeasure;NEGATIVE CORRELATION; functional; other
14967783;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan;efflux transporters;CDFDA; intracellular bile acid accumulation;nan;[' bile acids '];nan;pharmaceutical;troglitazone;human; in vitro;nomeasure;nomeasure;NEGATIVE CORRELATION; functional; other
14967783;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan; MRP2(ABCC2);CDFDA; intracellular bile acid accumulation;nan;[' bile acids '];nan;pharmaceutical;troglitazone;human; in vitro;nomeasure;nomeasure;NEGATIVE CORRELATION; functional; other
14967783;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan;efflux transporters;CDFDA; intracellular bile acid accumulation;nan;[' bile acids '];nan;pharmaceutical;tacrolimus;human; in vitro;nomeasure;nomeasure;NEGATIVE CORRELATION; functional; other
14967783;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan; MRP2(ABCC2);CDFDA; intracellular bile acid accumulation;nan;[' bile acids '];nan;pharmaceutical;tacrolimus;human; in vitro;nomeasure;nomeasure;NEGATIVE CORRELATION; functional; other
14967783;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan;uptake transporters;3H_TCA; intracellular bile acid accumulation;nan;[' bile acids '];nan;pharmaceutical;cyclosporineA;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION; functional; other
14967783;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan;NTCP(LBAT/SLC10A1);3H_TCA; intracellular bile acid accumulation;nan;[' bile acids '];nan;pharmaceutical;cyclosporineA;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION; functional; other
14967783;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan;BSEP(ABCB11);nan; intracellular bile acid accumulation;nan;[' bile acids '];nan;pharmaceutical;chlorpromazine;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional; functional";"transcriptional study; other"
14967783;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan;NTCP(LBAT/SLC10A1);nan; intracellular bile acid accumulation;nan;[' bile acids '];nan;pharmaceutical;chlorpromazine;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional; functional";"transcriptional study; other"
14967783;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan; MRP3(ABCC3);nan; intracellular bile acid accumulation;nan;[' bile acids '];nan;pharmaceutical;chlorpromazine;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional; functional";"transcriptional study; other"
14967783;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan; MDR3(ABCB4);nan; intracellular bile acid accumulation;nan;[' bile acids '];nan;pharmaceutical;chlorpromazine;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional; functional";"transcriptional study; other"
14967781;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan; MRP2(ABCC2);nan; intracellular bile acid accumulation;nan;['total liver bile acids'];4H exposure;pharmaceutical;cyclosporineA;human; in vitro;True;nomeasure;NEGATIVE CORRELATION; functional; other
14967781;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan; MRP3(ABCC3);nan; intracellular bile acid accumulation;nan;['total liver bile acids'];4H exposure;pharmaceutical;cyclosporineA;human; in vitro;True;True;POSITIVE CORRELATION;" functional; translational"; other
14967781;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan; MRP3(ABCC3);nan; intracellular bile acid accumulation;nan;['total liver bile acids'];24H exposure;pharmaceutical;cyclosporineA;human; in vitro;True;True;NEGATIVE CORRELATION;" functional; translational"; other
14967781;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan; MRP2(ABCC2);nan; intracellular bile acid accumulation;nan;['total liver bile acids'];24H exposure;pharmaceutical;cyclosporineA;human; in vitro;True;True;POSITIVE CORRELATION;" functional; translational"; other
14967780;7581;John.Alphonsus.Rowe;transporter changes;nan;BSEP(ABCB11);nan;cholestasis;nan;['nan'];nan;pharmaceutical;cyclosporineA;human; in vitro;True;nomeasure;NEGATIVE CORRELATION;"clinical;transcriptional";transcriptional study
14967780;7581;John.Alphonsus.Rowe;transporter changes;nan; MDR3(ABCB4);nan;cholestasis;nan;['nan'];nan;pharmaceutical;cyclosporineA;human; in vitro;True;nomeasure;NEGATIVE CORRELATION;"clinical;transcriptional";transcriptional study
14967780;7581;John.Alphonsus.Rowe;transporter changes;nan; MRP3(ABCC3);Nrf2;cholestasis;nan;['nan'];nan;pharmaceutical;cyclosporineA;human; in vitro;True;nomeasure;POSITIVE CORRELATION;"clinical;transcriptional";transcriptional study
14967780;7581;John.Alphonsus.Rowe;transporter changes;nan;MRP4(ABCC4);Nrf2;cholestasis;nan;['nan'];nan;pharmaceutical;cyclosporineA;human; in vitro;True;nomeasure;POSITIVE CORRELATION;"clinical;transcriptional";transcriptional study
14967780;7581;John.Alphonsus.Rowe;transporter changes;nan; MRP2(ABCC2);Nrf2;cholestasis;nan;['nan'];nan;pharmaceutical;cyclosporineA;human; in vitro;True;nomeasure;POSITIVE CORRELATION;"clinical;transcriptional";transcriptional study
14967780;7581;John.Alphonsus.Rowe;bile canalicular changes;nan;constriction of bile canaliculi;nan;cholestasis;nan;[' not defined'];nan;pharmaceutical;cyclosporineA;human; in vitro;True;nomeasure;POSITIVE CORRELATION;" functional;clinical"; other
14967780;7581;John.Alphonsus.Rowe;transporter changes;nan;MRP4(ABCC4);nan;cholestasis;nan;['oxidative stress biomarkers(ROS/GSS/GSSG)'];nan;pharmaceutical;tacrolimus;human; in vitro;True;nomeasure;NEGATIVE CORRELATION;"clinical; functional"; other
14967780;7581;John.Alphonsus.Rowe;transporter changes;nan; MRP3(ABCC3);nan;cholestasis;nan;['oxidative stress biomarkers(ROS/GSS/GSSG)'];nan;pharmaceutical;tacrolimus;human; in vitro;True;nomeasure;NEGATIVE CORRELATION;"clinical; functional"; other
14967780;7581;John.Alphonsus.Rowe;transporter changes;nan;NTCP(LBAT/SLC10A1);nan;cholestasis;nan;['oxidative stress biomarkers(ROS/GSS/GSSG)'];nan;pharmaceutical;tacrolimus;human; in vitro;True;nomeasure;NEGATIVE CORRELATION;"clinical; functional"; other
14967780;7581;John.Alphonsus.Rowe;bile acid synthesis changes;nan;CYP7A1;nan;cholestasis;nan;['oxidative stress biomarkers(ROS/GSS/GSSG)'];nan;pharmaceutical;cyclosporineA;human; in vitro;True;nomeasure;POSITIVE CORRELATION;" functional;clinical"; other
14967780;7581;John.Alphonsus.Rowe;bile acid synthesis changes;nan;CYP27A1;nan;cholestasis;nan;['oxidative stress biomarkers(ROS/GSS/GSSG)'];nan;pharmaceutical;cyclosporineA;human; in vitro;True;nomeasure;POSITIVE CORRELATION;" functional;clinical"; other
14967780;7581;John.Alphonsus.Rowe;transporter changes;nan;NTCP(LBAT/SLC10A1);nan;cholestasis;nan;['oxidative stress biomarkers(ROS/GSS/GSSG)'];nan;pharmaceutical;cyclosporineA;human; in vitro;True;nomeasure;POSITIVE CORRELATION;" functional;clinical"; other
14967778;6912;julen.sanz.serrano;transporter changes;nan;MRP4(ABCC4);nan;cholestasis;nan;['ALT'];nan;pharmaceutical;Acetaminophen; mouse;in vivo;True;True;POSITIVE CORRELATION;clinical; inhibitor/inducer study
14967771;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan;BSEP(ABCB11);nan;oxidative stress;nan;['oxidative stress biomarkers(ROS/GSS/GSSG)', 'novel'];TXNRD1,GCLC,MT1X,HMOX1,NQO1,SOD2;pharmaceutical;bosentan;human; in vitro;nomeasure;nomeasure;NEGATIVE CORRELATION;transcriptional;"transcriptional study;Functional pathway analysis"
14967771;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan;BSEP(ABCB11);nan;inflammation;nan;['inflammation biomarkers(IL_1b/TNFa/CRP/IL_6/IL_8)'];nan;pharmaceutical;bosentan;human; in vitro;nomeasure;nomeasure;NEGATIVE CORRELATION;transcriptional;"transcriptional study;Functional pathway analysis"
14967771;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan;BSEP(ABCB11);nan;cholestasis;nan;[' not defined'];nan;pharmaceutical;bosentan;human; in vitro;True;nomeasure;NEGATIVE CORRELATION;transcriptional;"transcriptional study;Functional pathway analysis"
14967771;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan; MRP2(ABCC2);nan;cholestasis;nan;[' not defined'];nan;pharmaceutical;bosentan;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;transcriptional;"transcriptional study;Functional pathway analysis"
14967771;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan;OSTa/b;nan;cholestasis;nan;[' not defined'];nan;pharmaceutical;bosentan;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;transcriptional;"transcriptional study;Functional pathway analysis"
14967771;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan;OATP1B1(SLCO1B1);nan;cholestasis;nan;[' not defined'];nan;pharmaceutical;bosentan;human; in vitro;nomeasure;nomeasure;NEGATIVE CORRELATION;transcriptional;"transcriptional study;Functional pathway analysis"
14967771;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan;BSEP(ABCB11);nan;cholestasis;nan;[' not defined'];nan;pharmaceutical;bosentan;human; in vitro;nomeasure;nomeasure;NEGATIVE CORRELATION;" functional;transcriptional";"transcriptional study;Functional pathway analysis"
14967745;6912;julen.sanz.serrano;transporter changes;nan; MDR3(ABCB4);nan;cholestasis;nan;['ALP', 'AST', 'ALT', 'bilirubin (total)', 'novel'];TBIL, DBIL;ANIT;a_naphthylisothiocyanate; rat;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;"clinical;transcriptional; translational"; inhibitor/inducer study
14967745;6912;julen.sanz.serrano;transporter changes;nan;BSEP(ABCB11);nan;cholestasis;nan;['ALP', 'AST', 'ALT', 'bilirubin (total)', 'novel'];TBIL, DBIL;ANIT;a_naphthylisothiocyanate; rat;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;"clinical;transcriptional; translational"; inhibitor/inducer study
14967745;6912;julen.sanz.serrano;transporter changes;nan;MRP4(ABCC4);nan;cholestasis;nan;['ALP', 'AST', 'ALT', 'bilirubin (total)', 'novel'];TBIL, DBIL;ANIT;a_naphthylisothiocyanate; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"clinical;transcriptional; translational"; inhibitor/inducer study
14967965;6916;amy.maerten; intracellular bile acid accumulation;nan;[' bile acids '];nan;ER stress/unfolded protein response;nan;['ER stress/unfolded protein response biomarkers(IRE1/PERK/PKR/ATF6)'];nan;pharmaceutical;nefazodone;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;" functional;transcriptional";"transcriptional study;Functional pathway analysis; inhibitor/inducer study"
14967965;6916;amy.maerten; intracellular bile acid accumulation;nan;[' bile acids '];nan;oxidative stress;nan;[' not defined'];nan;pharmaceutical;nefazodone;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;" functional;transcriptional";"transcriptional study;Functional pathway analysis; inhibitor/inducer study"
14967965;6916;amy.maerten;transporter changes;nan;BSEP(ABCB11);nan; intracellular bile acid accumulation;nan;[' bile acids '];nan;pharmaceutical;nefazodone;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;" functional;transcriptional";"transcriptional study;Functional pathway analysis; inhibitor/inducer study"
14967965;6916;amy.maerten;transporter changes;nan;BSEP(ABCB11);nan; intracellular bile acid accumulation;nan;[' bile acids '];nan;pharmaceutical;atazanavir ;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;" functional;transcriptional";"transcriptional study;Functional pathway analysis; inhibitor/inducer study"
14967783;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan;uptake transporters;3H_TCA; intracellular bile acid accumulation;nan;[' bile acids '];nan;pharmaceutical;troglitazone;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION; functional; other
14967783;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan;NTCP(LBAT/SLC10A1);3H_TCA; intracellular bile acid accumulation;nan;[' bile acids '];nan;pharmaceutical;troglitazone;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION; functional; other
14967965;6916;amy.maerten; intracellular bile acid accumulation;nan;[' bile acids '];nan;ER stress/unfolded protein response;nan;['ER stress/unfolded protein response biomarkers(IRE1/PERK/PKR/ATF6)'];MLKL, RIPK1, CYLD;pharmaceutical;atazanavir ;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;transcriptional;transcriptional study
14967965;6916;amy.maerten; intracellular bile acid accumulation;nan;[' bile acids '];nan;oxidative stress;nan;[' not defined'];MLKL, RIPK1, CYLD;pharmaceutical;atazanavir ;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;transcriptional;transcriptional study
14967965;6916;amy.maerten; intracellular bile acid accumulation;nan;[' bile acids '];nan;ER stress/unfolded protein response;nan;['ER stress/unfolded protein response biomarkers(IRE1/PERK/PKR/ATF6)'];nan;pharmaceutical;cyclosporineA;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;" functional;transcriptional";"transcriptional study;Functional pathway analysis; inhibitor/inducer study"
14967965;6916;amy.maerten; intracellular bile acid accumulation;nan;[' bile acids '];nan;oxidative stress;nan;[' not defined'];nan;pharmaceutical;cyclosporineA;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;" functional;transcriptional";"transcriptional study;Functional pathway analysis; inhibitor/inducer study"
14967965;6916;amy.maerten;transporter changes;nan;BSEP(ABCB11);nan; intracellular bile acid accumulation;nan;[' bile acids '];nan;pharmaceutical;cyclosporineA;human; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;" functional;transcriptional";"transcriptional study;Functional pathway analysis; inhibitor/inducer study"
14967677;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan;NTCP(LBAT/SLC10A1);OAT2;cholestasis;nan;['ALT', 'bilirubin (total)', 'plasma bile acids', 'novel'];CK18; other;Perfluorononanoic Acid; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical";"transcriptional study; other"
14967677;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan;OATP1a4;OAT2;cholestasis;nan;['ALT', 'bilirubin (total)', 'plasma bile acids', 'novel'];CK18; other;Perfluorononanoic Acid; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical";"transcriptional study; other"
14967677;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan;OATP1a1;OAT2;cholestasis;nan;['ALT', 'bilirubin (total)', 'plasma bile acids', 'novel'];CK18; other;Perfluorononanoic Acid; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical";"transcriptional study; other"
14967677;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan;OATP1B3;OAT2;cholestasis;nan;['ALT', 'bilirubin (total)', 'plasma bile acids', 'novel'];CK18; other;Perfluorononanoic Acid; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical";"transcriptional study; other"
14967677;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan;OATP2B1(SLCO2B1);OAT2;cholestasis;nan;['ALT', 'bilirubin (total)', 'plasma bile acids', 'novel'];CK18; other;Perfluorononanoic Acid; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical";"transcriptional study; other"
14967677;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan;OATP2B1(SLCO2B1);OAT2;cholestasis;nan;['ALT', 'bilirubin (total)', 'plasma bile acids', 'novel'];CK18; other;Perfluorononanoic Acid; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical";"transcriptional study; other"
14967677;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan;BSEP(ABCB11);OAT2;cholestasis;nan;['ALT', 'bilirubin (total)', 'plasma bile acids', 'novel'];CK18; other;Perfluorononanoic Acid; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical";"transcriptional study; other"
14967677;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan;BCRP(ABCG2);nan;cholestasis;nan;['ALT', 'bilirubin (total)', 'plasma bile acids', 'novel'];CK18; other;Perfluorononanoic Acid; mouse;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional;clinical";"transcriptional study; other"
14967677;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan; MDR3(ABCB4);nan;cholestasis;nan;['ALT', 'bilirubin (total)', 'plasma bile acids', 'novel'];CK18; other;Perfluorononanoic Acid; mouse;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional;clinical";"transcriptional study; other"
14967677;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan; MRP2(ABCC2);nan;cholestasis;nan;['ALT', 'bilirubin (total)', 'plasma bile acids', 'novel'];CK18; other;Perfluorononanoic Acid; mouse;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional;clinical";"transcriptional study; other"
14967677;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan; MRP3(ABCC3);nan;cholestasis;nan;['ALT', 'bilirubin (total)', 'plasma bile acids', 'novel'];CK18; other;Perfluorononanoic Acid; mouse;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional;clinical";"transcriptional study; other"
14967677;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan;MRP4(ABCC4);nan;cholestasis;nan;['ALT', 'bilirubin (total)', 'plasma bile acids', 'novel'];CK18; other;Perfluorononanoic Acid; mouse;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional;clinical";"transcriptional study; other"
14967670;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan;NTCP(LBAT/SLC10A1);nan; intracellular bile acid accumulation;nan;['total liver bile acids'];nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical";"transcriptional study; other"
14967670;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan;OATP1B3;nan; intracellular bile acid accumulation;nan;['total liver bile acids'];nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical";"transcriptional study; other"
14967670;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan;BSEP(ABCB11);nan; intracellular bile acid accumulation;nan;['total liver bile acids'];nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical";"transcriptional study; other"
14967670;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan; MRP2(ABCC2);nan; intracellular bile acid accumulation;nan;['total liver bile acids'];nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical";"transcriptional study; other"
14967670;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan;MRP4(ABCC4);nan; intracellular bile acid accumulation;nan;['total liver bile acids'];nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical";"transcriptional study; other"
14967670;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan;NTCP(LBAT/SLC10A1);nan;cholestasis;nan;['ALT', 'AST', 'ALP', 'GGT', 'plasma bile acids'];nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical";"transcriptional study; other"
14967670;6058;Jonas.Werner.E.Van.Ertvelde;transporter changes;nan;OATP1B3;nan;cholestasis;nan;['ALT', 'AST', 'ALP', 'GGT', 'plasma bile acids'];nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical";"transcriptional study; other"
